g,t,b,e,att,k,n_g,n_g_valid,n_c,t_label,cohort
55,0,52,-55,-0.006483754128788058,-1,194,194,102,2023-01-07,C1
55,1,53,-54,0.011846362351832207,-1,194,194,102,2023-01-14,C1
55,55,3,0,-0.024031601770421972,1,194,194,102,2024-01-27,C1
55,58,6,3,-0.0027030708724948907,1,194,194,102,2024-02-17,C1
55,59,7,4,0.00023777440708736344,1,194,194,102,2024-02-24,C1
55,60,8,5,0.006612629741823707,1,194,194,102,2024-03-02,C1
55,61,9,6,0.004701645548156762,1,194,194,102,2024-03-09,C1
55,62,10,7,0.01400365741206188,1,194,194,102,2024-03-16,C1
55,63,11,8,0.03683706255226248,1,194,194,102,2024-03-23,C1
55,64,12,9,-0.0009714357080104971,1,194,194,102,2024-03-30,C1
55,65,13,10,-0.015331226293304778,1,194,194,102,2024-04-06,C1
55,66,14,11,-0.003165644413100783,1,194,194,102,2024-04-13,C1
55,67,15,12,0.014904670797294708,1,194,194,102,2024-04-20,C1
55,68,16,13,0.012860365924765485,1,194,194,102,2024-04-27,C1
55,69,17,14,-0.005857255305525255,1,194,194,102,2024-05-04,C1
55,70,18,15,-0.006150132907878115,1,194,194,102,2024-05-11,C1
55,71,19,16,0.005818063411148997,1,194,194,102,2024-05-18,C1
55,72,20,17,0.013631961543290237,1,194,194,102,2024-05-25,C1
55,73,21,18,0.008104329499246821,1,194,194,102,2024-06-01,C1
55,74,22,19,0.007428111536236762,1,194,194,102,2024-06-08,C1
55,75,23,20,0.0037294980948261933,1,194,194,102,2024-06-15,C1
55,76,24,21,-0.002845180791738967,1,194,194,102,2024-06-22,C1
55,77,25,22,0.0097645026481567,1,194,194,102,2024-06-29,C1
55,78,26,23,-0.0016450665495718764,1,194,194,102,2024-07-06,C1
55,79,27,24,0.024337705811774468,1,194,194,102,2024-07-13,C1
55,80,28,25,0.004303135545170106,1,194,194,102,2024-07-20,C1
55,81,29,26,-0.005696365370532776,1,194,194,102,2024-07-27,C1
55,82,30,27,-0.008287230482783164,1,194,194,102,2024-08-03,C1
55,83,31,28,0.01521122269786845,1,194,194,102,2024-08-10,C1
55,84,32,29,-0.0027989471045592254,1,194,194,102,2024-08-17,C1
55,85,33,30,0.002230998613428155,1,194,194,102,2024-08-24,C1
55,86,34,31,0.004175250791496413,1,194,194,102,2024-08-31,C1
55,87,35,32,0.004459276430752698,1,194,194,102,2024-09-07,C1
55,91,39,36,-0.010457579652204065,1,194,194,102,2024-10-05,C1
55,92,40,37,-0.0006724133143296267,1,194,194,102,2024-10-12,C1
55,93,41,38,0.00233182479397976,1,194,194,102,2024-10-19,C1
55,94,42,39,0.0006506494779670632,1,194,194,102,2024-10-26,C1
55,95,43,40,-0.014447727100753349,1,194,194,102,2024-11-02,C1
55,96,44,41,-0.026200905021158755,1,194,194,102,2024-11-09,C1
55,97,45,42,0.011087761750135643,1,194,194,102,2024-11-16,C1
55,98,46,43,-0.03192047941673668,1,194,194,102,2024-11-23,C1
55,99,47,44,0.02149341121228176,1,194,194,102,2024-11-30,C1
55,100,48,45,0.05276972955594712,1,194,194,102,2024-12-07,C1
55,101,49,46,-0.003279819937586078,1,194,194,102,2024-12-14,C1
55,102,50,47,0.009217490351898193,1,194,194,102,2024-12-21,C1
55,103,51,48,0.0013829440326799582,1,194,194,102,2024-12-28,C1
55,104,52,49,0.02685236592493866,1,194,194,102,2025-01-04,C1
55,105,53,50,0.030133380813257237,1,194,194,102,2025-01-11,C1
55,106,54,51,0.007534254761466829,1,194,194,102,2025-01-18,C1
55,108,4,53,0.03911872662774989,2,194,194,102,2025-02-01,C1
55,109,5,54,0.03519498206854054,2,194,194,102,2025-02-08,C1
55,110,6,55,0.020320461419340588,2,194,194,102,2025-02-15,C1
55,111,7,56,0.04317525500798153,2,194,194,102,2025-02-22,C1
55,112,8,57,0.015584669779742618,2,194,194,102,2025-03-01,C1
55,113,9,58,0.019866278519344124,2,194,194,102,2025-03-08,C1
55,114,10,59,0.032772001227342695,2,194,194,102,2025-03-15,C1
55,115,11,60,0.022525865072005293,2,194,194,102,2025-03-22,C1
55,116,12,61,0.015726105115465943,2,194,194,102,2025-03-29,C1
55,117,13,62,0.03769277895296963,2,194,194,102,2025-04-05,C1
55,118,14,63,0.032449812105532494,2,194,194,102,2025-04-12,C1
55,119,15,64,0.03304914351495461,2,194,194,102,2025-04-19,C1
55,120,16,65,0.03026563323602617,2,194,194,102,2025-04-26,C1
55,121,17,66,-0.021053897224991736,2,194,194,102,2025-05-03,C1
55,122,18,67,0.03165146209498988,2,194,194,102,2025-05-10,C1
55,123,19,68,0.02091709906882519,2,194,194,102,2025-05-17,C1
55,124,20,69,0.03367374666624923,2,194,194,102,2025-05-24,C1
55,125,21,70,0.01126688174791442,2,194,194,102,2025-05-31,C1
55,126,22,71,0.013977812408658193,2,194,194,102,2025-06-07,C1
55,127,23,72,0.03081026149837911,2,194,194,102,2025-06-14,C1
55,128,24,73,0.010379323787151614,2,194,194,102,2025-06-21,C1
55,129,25,74,0.017014553326736334,2,194,194,102,2025-06-28,C1
55,130,26,75,0.013217086287948118,2,194,194,102,2025-07-05,C1
55,131,27,76,0.03463313646512512,2,194,194,102,2025-07-12,C1
55,132,28,77,0.022066263266291145,2,194,194,102,2025-07-19,C1
55,133,29,78,0.024286913570121436,2,194,194,102,2025-07-26,C1
55,134,30,79,0.013672749385355024,2,194,194,102,2025-08-02,C1
55,135,31,80,0.047520814981209115,2,194,194,102,2025-08-09,C1
55,136,32,81,0.014290484669085795,2,194,194,102,2025-08-16,C1
55,137,33,82,0.03304158488660392,2,194,194,102,2025-08-23,C1
55,138,34,83,0.029021051645113025,2,194,194,102,2025-08-30,C1
55,139,35,84,0.014155813305363743,2,194,194,102,2025-09-06,C1
55,140,36,85,0.0005197057355207282,2,194,194,102,2025-09-13,C1
55,144,40,89,0.03607150261585069,2,194,194,102,2025-10-11,C1
55,145,41,90,0.03202798205024664,2,194,194,102,2025-10-18,C1
55,146,42,91,0.03628547176716732,2,194,194,102,2025-10-25,C1
55,147,43,92,0.015165449791814358,2,194,194,102,2025-11-01,C1
55,148,44,93,0.009133182295577406,2,194,194,102,2025-11-08,C1
55,149,45,94,0.027818070307306802,2,194,194,102,2025-11-15,C1
55,150,46,95,0.008610389615055863,2,194,194,102,2025-11-22,C1
55,151,47,96,0.024703918126557187,2,194,194,102,2025-11-29,C1
